fold,prediction,reference
1,المفاصل هي أماكن في الجسم حيث تلتقي عظمان أو أكثر، مثل الورك أو الركبة.,المفاصل هي أماكن في الجسم تلتقي فيها عظمتان أو أكثر، مثل الورك أو الركبة.
1,في بعض الحالات قد لا يكون النزيف واضحاً.,في بعض الحالات، قد تكون حالات النزيف هذه غير واضحة.
1,المشكلات,المشاكل
1,إذا كنت تعاني من ارتفاع ضغط الدم أو مرض قلبي.,إذا كنت تعاني من ارتفاع ضغط الدم أو أمراض قلبية.
1,لورازيبام (يستخدم لعلاج القلق).,لورازيبام (يستخدم لعلاج القلق).
1,إذا كان لديك قناع في جيبك، ضعها فوق أنفه وفمه لإغلاقه.,إذا كان لديك قناع الجيب، ضعه فوق الأنف والفم لعمل عازل.
1,إن المهدئات لا بأس بها طالما أنها لا تلتف حول عنق الطفل.,لا بأس من استخدام اللهايات طالما أنها لا تترك لتلتف حول عنق طفلك.
1,إذا كانت هناك تواصل محدود، فقد تحتاج إلى تحديد ما هو أفضل لك ولأسرتك.,وإذا كانت فرصة الاتصال محدودة، فعليك عندها أن تقرر ما هو الأفضل بالنسبة لك ولعائلتك.
1,عمرك والصحة العامة,عمر المريض وصحته بشكل عام
1,لا تتوقف عن تناول عقار ليوريسال فجأة دون استشارة الطبيب.,لا توقف العلاج بعقار ليوريسال فجأة دون استشارة طبيبك.
1,استخدمي مكياجًا يحمي وجهك من الأشعة فوق البنفسجية بالإضافة إلى مرطبات.,استخدمي مستحضرات تجميل تحمي من الأشعة فوق البنفسجية ومزودة بخاصية ترطيب الوجه.
1,الجزء الأول,الجزء الأول
1,فحصي لمعرفة ما إذا كان الأنبوب متواءياً أو ثنياً.,تحقق لمعرفة ما إذا كان هناك التواء أو انثناء في الأنبوب.
1,الأشخاص المصابون بمشاكل في الكلى قد يخبرك طبيبك بأن تتناول جرعة أقل أو أن تتناول الدواء أقل من المعتاد.,الأشخاص الذين يعانون من مشاكل في الكلى قد يخبرك الطبيب بتناول جرعة أقل أو تناول الدواء بتكرار أقل.
1,القيء أي دم أو جسيمات داكنة تبدو مثل قطرات القهوة.,ظهور دم في القيء أو جزيئات داكنة اللون تشبه بمظهرها حبيبات القهوة.
1,أومول اكسترا أقراص يحتوي على مكونين فعالين باراسيتامول وكافيين.,يحتوي على مادتين فعالة وهي باراسيتامول و كافيين المكونات الأخرى هي:
1,يجب على الآباء الجدد أن يلتزموا بدورة استرداد الرضيع بالعضل الهوائية.,ويجب على الأمهات والآباء الجدد حضور دروس في الإنعاش القلبي الرئوي.
1,وهذه استجابة طبيعية.,هذه استجابة بدنية طبيعية للجسم.
1,أغلقت المدارس والجامعات في جميع أنحاء البلاد، بما فيها الولايات المتحدة، وبر الصين، وبر الصين، وبر الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصينية، وولاية,تتمثل إحدى المشكلات المتعلقة بالعلاج المضاد للفيروسات في تطوير المقاومة من خلال التحولات التي يمكن أن تؤدي إلى أمراض أشد خطورة وانتقالها.
1,أغلقت المدارس والجامعات في جميع أنحاء البلاد، بما فيها الولايات المتحدة، وبر الصين، وبر الصين، وبر الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصين، وولاية الصينية، وولاية,تجنب العناق، والقبلات، والمصافحة بالأيدي، والمصافحة بقبضات الأيدي، وأي تلامس آخر.
1,لا تقم بحقن إنوكسا في العضل.,لا تحقن إنوكسا في العضلات.
1,لا تستخدم نافيلبين، محلول للحقن في قوارير,لا تستعمل نافيلبين، محلول للحقن في قوارير، في الحالات الآتية:
1,ينتمي ديكلوفيناك البوتاسيوم إلى مجموعة من الأدوية تسمى الأدوية المضادة للالتهابات غير الستيرويدية، وهي تستخدم لتقليل الألم والالتهاب في الحالات التالية:,ينتمي دايكلوفيناك بوتاسيوم إلى مجموعة من الأدوية تعرف بالأدوية غير الستيرويدية المضادة للالتهاب التي تستعمل لتقليل الشعور بالألم و الالتهابات في الحالات التالية:
1,لديك اضطرابات شديدة في القلب، خاصة عندما يكون ضربات قلبك غير منتظمة أو بطيئة.,إذا كنت مصابا باضطرابات قلبية حادة، وخصوصا عندما تكون ضربات قلبك غير منتظمة، أو بطيئة
1,لا يجب إعادة تكوين ميريونال إلا بالذيب المتوفر في العبوة.,يجب تجهيز دواء ميريونال فقط بالمذيب الموجود في العبوة.
1,ما هو الجمرة الخبيثة؟,ما هي الجمرة الخبيثة؟
1,سيكلوسبورين (لعلاج الصدفية، التهاب المفاصل الروماتويدي أو بعد زرع الأعضاء),السيكلوسبورين (لعلاج الصدفية، والتهاب المفاصل الروماتويدي أو بعد زرع الأعضاء)
1,التغير غير المتوقع في كمية البول المنتج و/أو مظهره.,تغيير غير متوقع في كمية البول المنتجة و / أو مظهره.
1,ماكسيل ٧٥٠ ملجم و ١٥٠٠ ملجم للحقن هو مسحوق أبيض أو أصفر فاتح.,إن حقنة ماكسيل 750 ملغم أو 1500 ملغم هي مسحوق أبيض أو أصفر باهت.
1,يمكنك ارتداء حمالة رياضية لدعمك.,يمكنك ارتداء صديرية رياضية لحمل الثديين.
1,اغسل أعلى زجاجات الأنسولين بوسادة كحول، ثم لا تلمس أعلى الزجاجات.,امسح قمة زجاجات الأنسولين بضمادة مبللة بالكحول مع الحرص على عدم لمس رأس الزجاجة بعد ذلك.
1,تتضمن أعراض فرط الجرعة ما يلي:,قد تشمل أعراض الجرعة الزائدة
1,إذا كنت قد أصبت بتفاعلات تحسسية للضوء،,إذا كان لديك تفاعلات تحسسية ضوئية
1,فوسامبرينافير/ريتونافير الذي يستخدم لعلاج عدوى فيروس نقص المناعة البشرية (HIV).,فوسامبرينافير/ريتونافير الذي يستخدم لعلاج عدوى الاصابة بفيروس نقص المناعة البشرية.
1,يجب استخدام سيرترالين فقط لدى النساء أثناء الرضاعة الطبيعية، إذا كان طبيبك يعتقد أن الفائدة تتجاوز أي خطر محتمل على الطفل.,ينبغي على النساء استخدام السيرترالين أثناء فترة الرضاعة فقط إذا رأى طبيب ك أن فوائده ل ك تفوق مخاطره المحتملة على الطفل.
